task_id,task_number,group_id,group_pos,neighbor_rank,neighbor_task_id,neighbor_task_number,neighbor_group_id,neighbor_group_pos,similarity
"task_0036","1.36","1_009","4","6","task_0267","2.79","2_020","3","0.152329"
"task_0036","1.36","1_009","4","7","task_0032","1.32","1_008","4","0.149337"
"task_0036","1.36","1_009","4","8","task_0029","1.29","1_008","1","0.115869"
"task_0036","1.36","1_009","4","9","task_0164","1.164","1_041","4","0.104288"
"task_0036","1.36","1_009","4","10","task_0214","2.26","2_007","2","0.081466"
"task_0037","1.37","1_010","1","1","task_0039","1.39","1_010","3","0.174062"
"task_0037","1.37","1_010","1","2","task_0519","3.172","3_043","3","0.165592"
"task_0037","1.37","1_010","1","3","task_0038","1.38","1_010","2","0.148446"
"task_0037","1.37","1_010","1","4","task_0123","1.123","1_031","3","0.136287"
"task_0037","1.37","1_010","1","5","task_0517","3.170","3_043","1","0.129148"
"task_0037","1.37","1_010","1","6","task_0096","1.96","1_024","4","0.115803"
"task_0037","1.37","1_010","1","7","task_0040","1.40","1_010","4","0.105459"
"task_0037","1.37","1_010","1","8","task_0140","1.140","1_035","4","0.099241"
"task_0037","1.37","1_010","1","9","task_0139","1.139","1_035","3","0.097698"
"task_0037","1.37","1_010","1","10","task_0138","1.138","1_035","2","0.093586"
"task_0038","1.38","1_010","2","1","task_0040","1.40","1_010","4","0.414725"
"task_0038","1.38","1_010","2","2","task_0037","1.37","1_010","1","0.148446"
"task_0038","1.38","1_010","2","3","task_0005","1.5","1_002","1","0.120212"
"task_0038","1.38","1_010","2","4","task_0151","1.151","1_038","3","0.115191"
"task_0038","1.38","1_010","2","5","task_0141","1.141","1_036","1","0.112394"
"task_0038","1.38","1_010","2","6","task_0002","1.2","1_001","2","0.10454"
"task_0038","1.38","1_010","2","7","task_0093","1.93","1_024","1","0.09803"
"task_0038","1.38","1_010","2","8","task_0517","3.170","3_043","1","0.089864"
"task_0038","1.38","1_010","2","9","task_0519","3.172","3_043","3","0.089618"
"task_0038","1.38","1_010","2","10","task_0150","1.150","1_038","2","0.083246"
"task_0039","1.39","1_010","3","1","task_0006","1.6","1_002","2","0.234766"
"task_0039","1.39","1_010","3","2","task_0125","1.125","1_032","1","0.226591"
"task_0039","1.39","1_010","3","3","task_0139","1.139","1_035","3","0.205841"
"task_0039","1.39","1_010","3","4","task_0126","1.126","1_032","2","0.198462"
"task_0039","1.39","1_010","3","5","task_0137","1.137","1_035","1","0.195879"
"task_0039","1.39","1_010","3","6","task_0105","1.105","1_027","1","0.189597"
"task_0039","1.39","1_010","3","7","task_0037","1.37","1_010","1","0.174062"
"task_0039","1.39","1_010","3","8","task_0007","1.7","1_002","3","0.171781"
"task_0039","1.39","1_010","3","9","task_0121","1.121","1_031","1","0.16716"
"task_0039","1.39","1_010","3","10","task_0069","1.69","1_018","1","0.163553"
"task_0040","1.40","1_010","4","1","task_0038","1.38","1_010","2","0.414725"
"task_0040","1.40","1_010","4","2","task_0005","1.5","1_002","1","0.150209"
"task_0040","1.40","1_010","4","3","task_0039","1.39","1_010","3","0.121073"
"task_0040","1.40","1_010","4","4","task_0141","1.141","1_036","1","0.109205"
"task_0040","1.40","1_010","4","5","task_0151","1.151","1_038","3","0.105646"
"task_0040","1.40","1_010","4","6","task_0037","1.37","1_010","1","0.105459"
"task_0040","1.40","1_010","4","7","task_0150","1.150","1_038","2","0.104737"
"task_0040","1.40","1_010","4","8","task_0157","1.157","1_040","1","0.08617"
"task_0040","1.40","1_010","4","9","task_0093","1.93","1_024","1","0.084328"
"task_0040","1.40","1_010","4","10","task_0159","1.159","1_040","3","0.083847"
"task_0041","1.41","1_011","1","1","task_0043","1.43","1_011","3","0.49149"
"task_0041","1.41","1_011","1","2","task_0044","1.44","1_011","4","0.147663"
"task_0041","1.41","1_011","1","3","task_0086","1.86","1_022","2","0.131558"
"task_0041","1.41","1_011","1","4","task_0121","1.121","1_031","1","0.114623"
"task_0041","1.41","1_011","1","5","task_0139","1.139","1_035","3","0.114481"
"task_0041","1.41","1_011","1","6","task_0095","1.95","1_024","3","0.107982"
"task_0041","1.41","1_011","1","7","task_0075","1.75","1_019","3","0.107766"
"task_0041","1.41","1_011","1","8","task_0067","1.67","1_017","3","0.107393"
"task_0041","1.41","1_011","1","9","task_0045","1.45","1_012","1","0.106384"
"task_0041","1.41","1_011","1","10","task_0063","1.63","1_016","3","0.105829"
"task_0042","1.42","1_011","2","1","task_0044","1.44","1_011","4","0.64089"
"task_0042","1.42","1_011","2","2","task_0146","1.146","1_037","2","0.292019"
"task_0042","1.42","1_011","2","3","task_0148","1.148","1_037","4","0.195218"
"task_0042","1.42","1_011","2","4","task_0043","1.43","1_011","3","0.087299"
"task_0042","1.42","1_011","2","5","task_0045","1.45","1_012","1","0.079399"
"task_0042","1.42","1_011","2","6","task_0041","1.41","1_011","1","0.077645"
"task_0042","1.42","1_011","2","7","task_0171","1.171","1_043","3","0.072748"
"task_0042","1.42","1_011","2","8","task_0169","1.169","1_043","1","0.072518"
"task_0042","1.42","1_011","2","9","task_0494","3.147","3_037","2","0.058991"
"task_0042","1.42","1_011","2","10","task_0178","1.178","1_045","2","0.046135"
"task_0043","1.43","1_011","3","1","task_0041","1.41","1_011","1","0.49149"
"task_0043","1.43","1_011","3","2","task_0137","1.137","1_035","1","0.126924"
"task_0043","1.43","1_011","3","3","task_0139","1.139","1_035","3","0.1249"
"task_0043","1.43","1_011","3","4","task_0126","1.126","1_032","2","0.110692"
"task_0043","1.43","1_011","3","5","task_0047","1.47","1_012","3","0.110549"
"task_0043","1.43","1_011","3","6","task_0075","1.75","1_019","3","0.109791"
"task_0043","1.43","1_011","3","7","task_0025","1.25","1_007","1","0.109632"
"task_0043","1.43","1_011","3","8","task_0067","1.67","1_017","3","0.100117"
"task_0043","1.43","1_011","3","9","task_0138","1.138","1_035","2","0.099024"
"task_0043","1.43","1_011","3","10","task_0063","1.63","1_016","3","0.098659"
"task_0044","1.44","1_011","4","1","task_0042","1.42","1_011","2","0.64089"
"task_0044","1.44","1_011","4","2","task_0146","1.146","1_037","2","0.222076"
"task_0044","1.44","1_011","4","3","task_0041","1.41","1_011","1","0.147663"
"task_0044","1.44","1_011","4","4","task_0045","1.45","1_012","1","0.133381"
"task_0044","1.44","1_011","4","5","task_0086","1.86","1_022","2","0.102962"
"task_0044","1.44","1_011","4","6","task_0652","4.88","4_022","4","0.094314"
"task_0044","1.44","1_011","4","7","task_0099","1.99","1_025","3","0.082207"
"task_0044","1.44","1_011","4","8","task_0148","1.148","1_037","4","0.081844"
"task_0044","1.44","1_011","4","9","task_0095","1.95","1_024","3","0.07814"
"task_0044","1.44","1_011","4","10","task_0614","4.50","4_013","2","0.076788"
"task_0045","1.45","1_012","1","1","task_0047","1.47","1_012","3","0.430842"
"task_0045","1.45","1_012","1","2","task_0046","1.46","1_012","2","0.212629"
"task_0045","1.45","1_012","1","3","task_0048","1.48","1_012","4","0.191937"
"task_0045","1.45","1_012","1","4","task_0095","1.95","1_024","3","0.138028"
"task_0045","1.45","1_012","1","5","task_0044","1.44","1_011","4","0.133381"
"task_0045","1.45","1_012","1","6","task_0118","1.118","1_030","2","0.115974"
"task_0045","1.45","1_012","1","7","task_0150","1.150","1_038","2","0.112237"
"task_0045","1.45","1_012","1","8","task_0041","1.41","1_011","1","0.106384"
"task_0045","1.45","1_012","1","9","task_0099","1.99","1_025","3","0.089868"
"task_0045","1.45","1_012","1","10","task_0143","1.143","1_036","3","0.089727"
"task_0046","1.46","1_012","2","1","task_0048","1.48","1_012","4","0.665991"
"task_0046","1.46","1_012","2","2","task_0045","1.45","1_012","1","0.212629"
"task_0046","1.46","1_012","2","3","task_0118","1.118","1_030","2","0.156487"
"task_0046","1.46","1_012","2","4","task_0047","1.47","1_012","3","0.132336"
"task_0046","1.46","1_012","2","5","task_0121","1.121","1_031","1","0.081248"
"task_0046","1.46","1_012","2","6","task_0124","1.124","1_031","4","0.075887"
"task_0046","1.46","1_012","2","7","task_0123","1.123","1_031","3","0.070228"
"task_0046","1.46","1_012","2","8","task_0040","1.40","1_010","4","0.065939"
"task_0046","1.46","1_012","2","9","task_0041","1.41","1_011","1","0.0652"
"task_0046","1.46","1_012","2","10","task_0091","1.91","1_023","3","0.063765"
"task_0047","1.47","1_012","3","1","task_0045","1.45","1_012","1","0.430842"
"task_0047","1.47","1_012","3","2","task_0048","1.48","1_012","4","0.162267"
"task_0047","1.47","1_012","3","3","task_0150","1.150","1_038","2","0.139637"
"task_0047","1.47","1_012","3","4","task_0143","1.143","1_036","3","0.132544"
"task_0047","1.47","1_012","3","5","task_0046","1.46","1_012","2","0.132336"
"task_0047","1.47","1_012","3","6","task_0043","1.43","1_011","3","0.110549"
"task_0047","1.47","1_012","3","7","task_0025","1.25","1_007","1","0.105242"
"task_0047","1.47","1_012","3","8","task_0144","1.144","1_036","4","0.104396"
"task_0047","1.47","1_012","3","9","task_0149","1.149","1_038","1","0.103096"
"task_0047","1.47","1_012","3","10","task_0188","1.188","1_047","4","0.099293"
"task_0048","1.48","1_012","4","1","task_0046","1.46","1_012","2","0.665991"
"task_0048","1.48","1_012","4","2","task_0045","1.45","1_012","1","0.191937"
"task_0048","1.48","1_012","4","3","task_0118","1.118","1_030","2","0.168438"
"task_0048","1.48","1_012","4","4","task_0047","1.47","1_012","3","0.162267"
"task_0048","1.48","1_012","4","5","task_0121","1.121","1_031","1","0.081416"
"task_0048","1.48","1_012","4","6","task_0123","1.123","1_031","3","0.080443"
"task_0048","1.48","1_012","4","7","task_0124","1.124","1_031","4","0.067016"
"task_0048","1.48","1_012","4","8","task_0576","4.12","4_003","4","0.065545"
"task_0048","1.48","1_012","4","9","task_0041","1.41","1_011","1","0.059212"
"task_0048","1.48","1_012","4","10","task_0116","1.116","1_029","4","0.057627"
"task_0049","1.49","1_013","1","1","task_0051","1.51","1_013","3","0.553391"
"task_0049","1.49","1_013","1","2","task_0052","1.52","1_013","4","0.275555"
"task_0049","1.49","1_013","1","3","task_0050","1.50","1_013","2","0.269894"
"task_0049","1.49","1_013","1","4","task_0158","1.158","1_040","2","0.128877"
"task_0049","1.49","1_013","1","5","task_0071","1.71","1_018","3","0.127366"
"task_0049","1.49","1_013","1","6","task_0159","1.159","1_040","3","0.11568"
"task_0049","1.49","1_013","1","7","task_0016","1.16","1_004","4","0.114793"
"task_0049","1.49","1_013","1","8","task_0014","1.14","1_004","2","0.111997"
"task_0049","1.49","1_013","1","9","task_0138","1.138","1_035","2","0.111101"
"task_0049","1.49","1_013","1","10","task_0157","1.157","1_040","1","0.11029"
"task_0050","1.50","1_013","2","1","task_0052","1.52","1_013","4","0.608279"
"task_0050","1.50","1_013","2","2","task_0051","1.51","1_013","3","0.513963"
"task_0050","1.50","1_013","2","3","task_0049","1.49","1_013","1","0.269894"
"task_0050","1.50","1_013","2","4","task_0141","1.141","1_036","1","0.131591"
"task_0050","1.50","1_013","2","5","task_0142","1.142","1_036","2","0.1118"
"task_0050","1.50","1_013","2","6","task_0700","4.136","4_034","4","0.086849"
"task_0050","1.50","1_013","2","7","task_0097","1.97","1_025","1","0.083179"
"task_0050","1.50","1_013","2","8","task_0144","1.144","1_036","4","0.078953"
"task_0050","1.50","1_013","2","9","task_0188","1.188","1_047","4","0.076351"
"task_0050","1.50","1_013","2","10","task_0158","1.158","1_040","2","0.071957"
"task_0051","1.51","1_013","3","1","task_0049","1.49","1_013","1","0.553391"
"task_0051","1.51","1_013","3","2","task_0052","1.52","1_013","4","0.521679"
"task_0051","1.51","1_013","3","3","task_0050","1.50","1_013","2","0.513963"
"task_0051","1.51","1_013","3","4","task_0158","1.158","1_040","2","0.13532"
"task_0051","1.51","1_013","3","5","task_0159","1.159","1_040","3","0.127456"
"task_0051","1.51","1_013","3","6","task_0071","1.71","1_018","3","0.123326"
"task_0051","1.51","1_013","3","7","task_0182","1.182","1_046","2","0.121219"
"task_0051","1.51","1_013","3","8","task_0016","1.16","1_004","4","0.116608"
"task_0051","1.51","1_013","3","9","task_0157","1.157","1_040","1","0.115717"
"task_0051","1.51","1_013","3","10","task_0014","1.14","1_004","2","0.113767"
"task_0052","1.52","1_013","4","1","task_0050","1.50","1_013","2","0.608279"
"task_0052","1.52","1_013","4","2","task_0051","1.51","1_013","3","0.521679"
"task_0052","1.52","1_013","4","3","task_0049","1.49","1_013","1","0.275555"
"task_0052","1.52","1_013","4","4","task_0142","1.142","1_036","2","0.160559"
"task_0052","1.52","1_013","4","5","task_0141","1.141","1_036","1","0.122738"
"task_0052","1.52","1_013","4","6","task_0140","1.140","1_035","4","0.110026"
"task_0052","1.52","1_013","4","7","task_0138","1.138","1_035","2","0.101205"
"task_0052","1.52","1_013","4","8","task_0148","1.148","1_037","4","0.0937"
"task_0052","1.52","1_013","4","9","task_0700","4.136","4_034","4","0.086201"
"task_0052","1.52","1_013","4","10","task_0110","1.110","1_028","2","0.0813"
"task_0053","1.53","1_014","1","1","task_0055","1.55","1_014","3","0.701064"
"task_0053","1.53","1_014","1","2","task_0054","1.54","1_014","2","0.401321"
"task_0053","1.53","1_014","1","3","task_0056","1.56","1_014","4","0.367359"
"task_0053","1.53","1_014","1","4","task_0129","1.129","1_033","1","0.102654"
"task_0053","1.53","1_014","1","5","task_0088","1.88","1_022","4","0.099521"
"task_0053","1.53","1_014","1","6","task_0064","1.64","1_016","4","0.087001"
"task_0053","1.53","1_014","1","7","task_0131","1.131","1_033","3","0.083323"
"task_0053","1.53","1_014","1","8","task_0135","1.135","1_034","3","0.078716"
"task_0053","1.53","1_014","1","9","task_0033","1.33","1_009","1","0.077818"
"task_0053","1.53","1_014","1","10","task_0035","1.35","1_009","3","0.076457"
"task_0054","1.54","1_014","2","1","task_0056","1.56","1_014","4","0.792847"
"task_0054","1.54","1_014","2","2","task_0055","1.55","1_014","3","0.425404"
"task_0054","1.54","1_014","2","3","task_0053","1.53","1_014","1","0.401321"
"task_0054","1.54","1_014","2","4","task_0135","1.135","1_034","3","0.162728"
"task_0054","1.54","1_014","2","5","task_0007","1.7","1_002","3","0.154319"
"task_0054","1.54","1_014","2","6","task_0006","1.6","1_002","2","0.142231"
"task_0054","1.54","1_014","2","7","task_0107","1.107","1_027","3","0.13769"
"task_0054","1.54","1_014","2","8","task_0103","1.103","1_026","3","0.13356"
"task_0054","1.54","1_014","2","9","task_0131","1.131","1_033","3","0.126564"
"task_0054","1.54","1_014","2","10","task_0159","1.159","1_040","3","0.120856"
"task_0055","1.55","1_014","3","1","task_0053","1.53","1_014","1","0.701064"
"task_0055","1.55","1_014","3","2","task_0054","1.54","1_014","2","0.425404"
"task_0055","1.55","1_014","3","3","task_0056","1.56","1_014","4","0.368514"
"task_0055","1.55","1_014","3","4","task_0064","1.64","1_016","4","0.117076"
"task_0055","1.55","1_014","3","5","task_0024","1.24","1_006","4","0.114031"
"task_0055","1.55","1_014","3","6","task_0154","1.154","1_039","2","0.084919"
"task_0055","1.55","1_014","3","7","task_0131","1.131","1_033","3","0.083585"
"task_0055","1.55","1_014","3","8","task_0135","1.135","1_034","3","0.078963"
"task_0055","1.55","1_014","3","9","task_0007","1.7","1_002","3","0.072372"
"task_0055","1.55","1_014","3","10","task_0447","3.100","3_025","4","0.070329"
"task_0056","1.56","1_014","4","1","task_0054","1.54","1_014","2","0.792847"
"task_0056","1.56","1_014","4","2","task_0055","1.55","1_014","3","0.368514"
"task_0056","1.56","1_014","4","3","task_0053","1.53","1_014","1","0.367359"
"task_0056","1.56","1_014","4","4","task_0007","1.7","1_002","3","0.189394"
"task_0056","1.56","1_014","4","5","task_0135","1.135","1_034","3","0.155811"
"task_0056","1.56","1_014","4","6","task_0159","1.159","1_040","3","0.142365"
"task_0056","1.56","1_014","4","7","task_0157","1.157","1_040","1","0.137049"
"task_0056","1.56","1_014","4","8","task_0103","1.103","1_026","3","0.135818"
"task_0056","1.56","1_014","4","9","task_0131","1.131","1_033","3","0.135707"
"task_0056","1.56","1_014","4","10","task_0006","1.6","1_002","2","0.134359"
"task_0057","1.57","1_015","1","1","task_0059","1.59","1_015","3","0.527607"
"task_0057","1.57","1_015","1","2","task_0058","1.58","1_015","2","0.241872"
"task_0057","1.57","1_015","1","3","task_0267","2.79","2_020","3","0.227396"
"task_0057","1.57","1_015","1","4","task_0036","1.36","1_009","4","0.215645"
"task_0057","1.57","1_015","1","5","task_0034","1.34","1_009","2","0.215325"
"task_0057","1.57","1_015","1","6","task_0060","1.60","1_015","4","0.158628"
"task_0057","1.57","1_015","1","7","task_0214","2.26","2_007","2","0.131866"
"task_0057","1.57","1_015","1","8","task_0216","2.28","2_007","4","0.124501"
"task_0057","1.57","1_015","1","9","task_0268","2.80","2_020","4","0.120278"
"task_0057","1.57","1_015","1","10","task_0011","1.11","1_003","3","0.119282"
"task_0058","1.58","1_015","2","1","task_0060","1.60","1_015","4","0.712839"
"task_0058","1.58","1_015","2","2","task_0057","1.57","1_015","1","0.241872"
"task_0058","1.58","1_015","2","3","task_0059","1.59","1_015","3","0.194441"
"task_0058","1.58","1_015","2","4","task_0009","1.9","1_003","1","0.135941"
"task_0058","1.58","1_015","2","5","task_0011","1.11","1_003","3","0.132145"
"task_0058","1.58","1_015","2","6","task_0030","1.30","1_008","2","0.130436"
"task_0058","1.58","1_015","2","7","task_0032","1.32","1_008","4","0.129213"
"task_0058","1.58","1_015","2","8","task_0267","2.79","2_020","3","0.076578"
"task_0058","1.58","1_015","2","9","task_0265","2.77","2_020","1","0.075989"
"task_0058","1.58","1_015","2","10","task_0409","3.62","3_016","2","0.063539"
"task_0059","1.59","1_015","3","1","task_0057","1.57","1_015","1","0.527607"
"task_0059","1.59","1_015","3","2","task_0267","2.79","2_020","3","0.231876"
